22-03-18,00:01:02,nxdsf,3.000000E+1,nxdsct,4.900000E+1,nxdst,2.068000E+3,nxdsbs,4.173100E+4,nxdstrs,1.983100E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,1.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0
22-03-18,00:16:02,nxdsf,3.000000E+1,nxdsct,5.000000E+1,nxdst,2.068000E+3,nxdsbs,4.173100E+4,nxdstrs,1.983100E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,1.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0
22-03-18,00:31:02,nxdsf,3.000000E+1,nxdsct,5.000000E+1,nxdst,2.069000E+3,nxdsbs,4.173000E+4,nxdstrs,1.983000E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,1.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0
22-03-18,00:46:02,nxdsf,3.000000E+1,nxdsct,5.000000E+1,nxdst,2.069000E+3,nxdsbs,4.173000E+4,nxdstrs,1.983000E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,1.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0
22-03-18,01:01:02,nxdsf,3.000000E+1,nxdsct,5.000000E+1,nxdst,2.069000E+3,nxdsbs,4.173000E+4,nxdstrs,1.983000E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,1.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0
22-03-18,01:16:02,nxdsf,3.000000E+1,nxdsct,5.000000E+1,nxdst,2.069000E+3,nxdsbs,4.173000E+4,nxdstrs,1.983000E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,1.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0
22-03-18,01:31:02,nxdsf,3.000000E+1,nxdsct,5.000000E+1,nxdst,2.070000E+3,nxdsbs,4.172900E+4,nxdstrs,1.982900E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,1.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0
22-03-18,01:46:02,nxdsf,3.000000E+1,nxdsct,5.000000E+1,nxdst,2.070000E+3,nxdsbs,4.172900E+4,nxdstrs,1.982900E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,1.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0
22-03-18,02:01:02,nxdsf,3.000000E+1,nxdsct,5.000000E+1,nxdst,2.070000E+3,nxdsbs,4.172900E+4,nxdstrs,1.982900E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,1.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0
22-03-18,02:16:02,nxdsf,3.000000E+1,nxdsct,5.000000E+1,nxdst,2.070000E+3,nxdsbs,4.172900E+4,nxdstrs,1.982900E+4,tc400errorcode,0.000000E+0,tc400ovtempelec,0.000000E+0,tc400ovtemppump,0.000000E+0,tc400setspdatt,1.000000E+0,tc400pumpaccel,0.000000E+0,tc400commerr,0.000000E+0,ctrl_pres,1.000000E+0
