24-03-18,00:00:56,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 1.17E-1,0,1,CH3,P3  ,1, 1.60E+1,0,1,CH4,P4  ,1, 7.55E+2,0,1,CH5,P5  ,1, 8.32E+2,0,1,CH6,P6,1, 6.02E-1,0,1,
24-03-18,00:01:56,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 1.17E-1,0,1,CH3,P3  ,1, 1.60E+1,0,1,CH4,P4  ,1, 7.55E+2,0,1,CH5,P5  ,1, 8.32E+2,0,1,CH6,P6,1, 6.03E-1,0,1,
24-03-18,00:02:58,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 1.17E-1,0,1,CH3,P3  ,1, 1.60E+1,0,1,CH4,P4  ,1, 7.55E+2,0,1,CH5,P5  ,1, 8.32E+2,0,1,CH6,P6,1, 6.03E-1,0,1,
24-03-18,00:04:00,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 1.17E-1,0,1,CH3,P3  ,1, 1.60E+1,0,1,CH4,P4  ,1, 7.55E+2,0,1,CH5,P5  ,1, 8.33E+2,0,1,CH6,P6,1, 6.05E-1,0,1,
24-03-18,00:05:02,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 1.17E-1,0,1,CH3,P3  ,1, 1.70E+1,0,1,CH4,P4  ,1, 7.54E+2,0,1,CH5,P5  ,1, 8.32E+2,0,1,CH6,P6,1, 6.04E-1,0,1,
24-03-18,00:06:04,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 1.17E-1,0,1,CH3,P3  ,1, 1.70E+1,0,1,CH4,P4  ,1, 7.54E+2,0,1,CH5,P5  ,1, 8.32E+2,0,1,CH6,P6,1, 6.05E-1,0,1,
24-03-18,00:07:04,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 1.17E-1,0,1,CH3,P3  ,1, 1.70E+1,0,1,CH4,P4  ,1, 7.54E+2,0,1,CH5,P5  ,1, 8.33E+2,0,1,CH6,P6,1, 6.06E-1,0,1,
24-03-18,00:08:06,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 1.17E-1,0,1,CH3,P3  ,1, 1.70E+1,0,1,CH4,P4  ,1, 7.54E+2,0,1,CH5,P5  ,1, 8.32E+2,0,1,CH6,P6,1, 6.06E-1,0,1,
24-03-18,00:09:08,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 1.17E-1,0,1,CH3,P3  ,1, 1.70E+1,0,1,CH4,P4  ,1, 7.54E+2,0,1,CH5,P5  ,1, 8.32E+2,0,1,CH6,P6,1, 6.09E-1,0,1,
24-03-18,00:10:10,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 1.17E-1,0,1,CH3,P3  ,1, 1.70E+1,0,1,CH4,P4  ,1, 7.54E+2,0,1,CH5,P5  ,1, 8.32E+2,0,1,CH6,P6,1, 6.09E-1,0,1,
24-03-18,00:11:10,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 1.17E-1,0,1,CH3,P3  ,1, 1.70E+1,0,1,CH4,P4  ,1, 7.53E+2,0,1,CH5,P5  ,1, 8.32E+2,0,1,CH6,P6,1, 6.09E-1,0,1,
24-03-18,00:12:10,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 1.17E-1,0,1,CH3,P3  ,1, 1.70E+1,0,1,CH4,P4  ,1, 7.53E+2,0,1,CH5,P5  ,1, 8.32E+2,0,1,CH6,P6,1, 6.09E-1,0,1,
24-03-18,00:13:12,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 1.17E-1,0,1,CH3,P3  ,1, 1.70E+1,0,1,CH4,P4  ,1, 7.54E+2,0,1,CH5,P5  ,1, 8.32E+2,0,1,CH6,P6,1, 6.11E-1,0,1,
