 10-08-17,00:00:23,5.872190E-1
 10-08-17,00:01:24,6.476670E-1
 10-08-17,00:02:24,6.441470E-1
 10-08-17,00:03:24,6.400190E-1
 10-08-17,00:04:24,6.468460E-1
 10-08-17,00:05:24,6.393030E-1
 10-08-17,00:06:24,6.337450E-1
 10-08-17,00:07:24,6.328900E-1
 10-08-17,00:08:24,5.998540E-1
 10-08-17,00:09:24,5.861370E-1
 10-08-17,00:10:25,5.854230E-1
 10-08-17,00:11:25,5.843300E-1
 10-08-17,00:12:25,5.844950E-1
 10-08-17,00:13:25,6.469510E-1
 10-08-17,00:14:25,6.514750E-1
 10-08-17,00:15:25,6.395470E-1
 10-08-17,00:16:25,6.435720E-1
 10-08-17,00:17:26,6.466080E-1
 10-08-17,00:18:26,6.356710E-1
 10-08-17,00:19:26,6.330950E-1
 10-08-17,00:20:26,5.912220E-1
 10-08-17,00:21:26,5.871550E-1
 10-08-17,00:22:26,5.854430E-1
 10-08-17,00:23:26,5.847840E-1
 10-08-17,00:24:26,5.842800E-1
 10-08-17,00:25:26,6.344170E-1
 10-08-17,00:26:27,6.471100E-1
 10-08-17,00:27:27,6.406120E-1
 10-08-17,00:28:27,6.404750E-1
 10-08-17,00:29:27,6.452740E-1
 10-08-17,00:30:27,6.386520E-1
 10-08-17,00:31:28,6.346690E-1
 10-08-17,00:32:28,6.158000E-1
 10-08-17,00:33:28,5.889350E-1
 10-08-17,00:34:28,5.855140E-1
 10-08-17,00:35:28,5.851760E-1
 10-08-17,00:36:28,5.842690E-1
 10-08-17,00:37:29,5.869290E-1
 10-08-17,00:38:29,6.404530E-1
 10-08-17,00:39:29,6.426710E-1
 10-08-17,00:40:29,6.394480E-1
 10-08-17,00:41:29,6.471780E-1
 10-08-17,00:42:29,6.386500E-1
 10-08-17,00:43:30,6.343250E-1
 10-08-17,00:44:30,6.332070E-1
 10-08-17,00:45:30,6.011350E-1
 10-08-17,00:46:30,5.863170E-1
 10-08-17,00:47:30,5.854130E-1
 10-08-17,00:48:30,5.841120E-1
 10-08-17,00:49:30,5.842310E-1
 10-08-17,00:50:30,6.463370E-1
 10-08-17,00:51:31,6.508050E-1
 10-08-17,00:52:31,6.393340E-1
 10-08-17,00:53:31,6.430030E-1
 10-08-17,00:54:31,6.477090E-1
 10-08-17,00:55:31,6.363570E-1
 10-08-17,00:56:31,6.341340E-1
 10-08-17,00:57:32,5.927690E-1
 10-08-17,00:58:32,5.872070E-1
 10-08-17,00:59:32,5.853050E-1
 10-08-17,01:00:32,5.846610E-1
 10-08-17,01:01:32,5.838780E-1
 10-08-17,01:02:32,6.290280E-1
 10-08-17,01:03:32,6.460330E-1
 10-08-17,01:04:33,6.400810E-1
 10-08-17,01:05:33,6.395280E-1
 10-08-17,01:06:33,6.478970E-1
 10-08-17,01:07:33,6.391890E-1
 10-08-17,01:08:33,6.359460E-1
 10-08-17,01:09:33,6.278040E-1
 10-08-17,01:10:34,5.905290E-1
 10-08-17,01:11:34,5.859590E-1
 10-08-17,01:12:34,5.851840E-1
 10-08-17,01:13:34,5.840630E-1
 10-08-17,01:14:35,5.844670E-1
 10-08-17,01:15:35,6.360710E-1
 10-08-17,01:16:35,6.480170E-1
 10-08-17,01:17:35,6.397890E-1
 10-08-17,01:18:36,6.462070E-1
 10-08-17,01:19:36,6.442890E-1
 10-08-17,01:20:36,6.354890E-1
 10-08-17,01:21:36,6.336070E-1
 10-08-17,01:22:36,6.103110E-1
 10-08-17,01:23:36,5.866480E-1
