 15-08-17,00:00:02,3.088870E+0
 15-08-17,00:01:02,3.088340E+0
 15-08-17,00:02:03,3.091310E+0
 15-08-17,00:03:03,3.094090E+0
 15-08-17,00:04:03,3.093270E+0
 15-08-17,00:05:03,3.091020E+0
 15-08-17,00:06:03,3.088740E+0
 15-08-17,00:07:03,3.086500E+0
 15-08-17,00:08:03,3.086870E+0
 15-08-17,00:09:03,3.088950E+0
 15-08-17,00:10:04,3.090610E+0
 15-08-17,00:11:04,3.092320E+0
 15-08-17,00:12:04,3.092900E+0
 15-08-17,00:13:04,3.091650E+0
 15-08-17,00:14:04,3.089370E+0
 15-08-17,00:15:04,3.086940E+0
 15-08-17,00:16:04,3.084940E+0
 15-08-17,00:17:05,3.085120E+0
 15-08-17,00:18:05,3.085890E+0
 15-08-17,00:19:05,3.085950E+0
 15-08-17,00:20:05,3.086590E+0
 15-08-17,00:21:05,3.088980E+0
 15-08-17,00:22:05,3.090250E+0
 15-08-17,00:23:06,3.088970E+0
 15-08-17,00:24:06,3.088930E+0
 15-08-17,00:25:06,3.088360E+0
 15-08-17,00:26:06,3.087820E+0
 15-08-17,00:27:06,3.086810E+0
 15-08-17,00:28:07,3.086950E+0
 15-08-17,00:29:07,3.086300E+0
 15-08-17,00:30:07,3.087270E+0
 15-08-17,00:31:07,3.089330E+0
 15-08-17,00:32:07,3.088950E+0
 15-08-17,00:33:07,3.089690E+0
 15-08-17,00:34:08,3.087050E+0
 15-08-17,00:35:08,3.086020E+0
 15-08-17,00:36:08,3.084380E+0
 15-08-17,00:37:08,3.085140E+0
 15-08-17,00:38:08,3.083600E+0
 15-08-17,00:39:08,3.083860E+0
 15-08-17,00:40:08,3.086440E+0
 15-08-17,00:41:09,3.085960E+0
 15-08-17,00:42:09,3.088470E+0
 15-08-17,00:43:09,3.088330E+0
 15-08-17,00:44:09,3.089600E+0
 15-08-17,00:45:09,3.089820E+0
 15-08-17,00:46:09,3.087850E+0
 15-08-17,00:47:09,3.085590E+0
 15-08-17,00:48:09,3.084960E+0
 15-08-17,00:49:10,3.086080E+0
 15-08-17,00:50:10,3.085900E+0
 15-08-17,00:51:10,3.087280E+0
 15-08-17,00:52:10,3.085590E+0
 15-08-17,00:53:10,3.087290E+0
 15-08-17,00:54:10,3.089880E+0
 15-08-17,00:55:10,3.091170E+0
 15-08-17,00:56:11,3.090380E+0
 15-08-17,00:57:11,3.089380E+0
 15-08-17,00:58:11,3.084880E+0
 15-08-17,00:59:11,3.083890E+0
 15-08-17,01:00:11,3.086430E+0
 15-08-17,01:01:11,3.087850E+0
 15-08-17,01:02:12,3.090920E+0
 15-08-17,01:03:12,3.090990E+0
 15-08-17,01:04:12,3.090170E+0
 15-08-17,01:05:12,3.088050E+0
 15-08-17,01:06:12,3.086280E+0
 15-08-17,01:07:12,3.085740E+0
 15-08-17,01:08:13,3.085090E+0
 15-08-17,01:09:13,3.086680E+0
 15-08-17,01:10:13,3.087240E+0
 15-08-17,01:11:13,3.088650E+0
 15-08-17,01:12:13,3.089920E+0
 15-08-17,01:13:13,3.091230E+0
 15-08-17,01:14:14,3.092870E+0
 15-08-17,01:15:14,3.092810E+0
 15-08-17,01:16:14,3.090650E+0
 15-08-17,01:17:14,3.089780E+0
 15-08-17,01:18:14,3.087790E+0
 15-08-17,01:19:15,3.087750E+0
 15-08-17,01:20:15,3.085890E+0
 15-08-17,01:21:15,3.086370E+0
 15-08-17,01:22:15,3.085910E+0
 15-08-17,01:23:15,3.085840E+0
 15-08-17,01:24:15,3.087220E+0
 15-08-17,01:25:15,3.087790E+0
 15-08-17,01:26:15,3.089160E+0
 15-08-17,01:27:16,3.090280E+0
 15-08-17,01:28:16,3.091170E+0
 15-08-17,01:29:16,3.090490E+0
 15-08-17,01:30:16,3.088580E+0
 15-08-17,01:31:16,3.088710E+0
 15-08-17,01:32:16,3.087490E+0
 15-08-17,01:33:16,3.086800E+0
 15-08-17,01:34:16,3.085230E+0
 15-08-17,01:35:17,3.086500E+0
 15-08-17,01:36:17,3.087250E+0
 15-08-17,01:37:17,3.087110E+0
 15-08-17,01:38:17,3.088560E+0
 15-08-17,01:39:17,3.091230E+0
 15-08-17,01:40:17,3.091260E+0
 15-08-17,01:41:18,3.091450E+0
 15-08-17,01:42:18,3.092410E+0
 15-08-17,01:43:18,3.091840E+0
 15-08-17,01:44:18,3.090920E+0
 15-08-17,01:45:18,3.089290E+0
 15-08-17,01:46:18,3.086830E+0
