 11-08-17,00:00:09,Ch6,T. UNDER
 11-08-17,00:01:09,Ch6,T. UNDER
 11-08-17,00:02:09,Ch6,T. UNDER
 11-08-17,00:03:09,Ch6,T. UNDER
 11-08-17,00:04:09,Ch6,T. UNDER
 11-08-17,00:05:09,Ch6,T. UNDER
 11-08-17,00:06:10,Ch6,T. UNDER
 11-08-17,00:07:10,Ch6,T. UNDER
 11-08-17,00:08:10,Ch6,T. UNDER
 11-08-17,00:09:10,Ch6,T. UNDER
 11-08-17,00:10:10,Ch6,T. UNDER
 11-08-17,00:11:10,Ch6,T. UNDER
 11-08-17,00:12:10,Ch6,T. UNDER
 11-08-17,00:13:10,Ch6,T. UNDER
 11-08-17,00:14:10,Ch6,T. UNDER
 11-08-17,00:15:11,Ch6,T. UNDER
 11-08-17,00:16:11,Ch6,T. UNDER
 11-08-17,00:17:11,Ch6,T. UNDER
 11-08-17,00:18:11,Ch6,T. UNDER
 11-08-17,00:19:11,Ch6,T. UNDER
 11-08-17,00:20:12,Ch6,T. UNDER
 11-08-17,00:21:12,Ch6,T. UNDER
 11-08-17,00:22:12,Ch6,T. UNDER
 11-08-17,00:23:12,Ch6,T. UNDER
 11-08-17,00:24:12,Ch6,T. UNDER
 11-08-17,00:25:12,Ch6,T. UNDER
 11-08-17,00:26:13,Ch6,T. UNDER
 11-08-17,00:27:13,Ch6,T. UNDER
 11-08-17,00:28:13,Ch6,T. UNDER
 11-08-17,00:29:13,Ch6,T. UNDER
 11-08-17,00:30:13,Ch6,T. UNDER
 11-08-17,00:31:13,Ch6,T. UNDER
 11-08-17,00:32:13,Ch6,T. UNDER
 11-08-17,00:33:13,Ch6,T. UNDER
 11-08-17,00:34:14,Ch6,T. UNDER
 11-08-17,00:35:14,Ch6,T. UNDER
 11-08-17,00:36:14,Ch6,T. UNDER
 11-08-17,00:37:14,Ch6,T. UNDER
 11-08-17,00:38:14,Ch6,T. UNDER
 11-08-17,00:39:14,Ch6,T. UNDER
 11-08-17,00:40:14,Ch6,T. UNDER
 11-08-17,00:41:14,Ch6,T. UNDER
 11-08-17,00:42:14,Ch6,T. UNDER
 11-08-17,00:43:15,Ch6,T. UNDER
 11-08-17,00:44:15,Ch6,T. UNDER
 11-08-17,00:45:15,Ch6,T. UNDER
 11-08-17,00:46:15,Ch6,T. UNDER
 11-08-17,00:47:15,Ch6,T. UNDER
 11-08-17,00:48:15,Ch6,T. UNDER
 11-08-17,00:49:15,Ch6,T. UNDER
 11-08-17,00:50:15,Ch6,T. UNDER
 11-08-17,00:51:16,Ch6,T. UNDER
 11-08-17,00:52:16,Ch6,T. UNDER
 11-08-17,00:53:16,Ch6,T. UNDER
 11-08-17,00:54:16,Ch6,T. UNDER
 11-08-17,00:55:16,Ch6,T. UNDER
 11-08-17,00:56:16,Ch6,T. UNDER
 11-08-17,00:57:17,Ch6,T. UNDER
 11-08-17,00:58:17,Ch6,T. UNDER
 11-08-17,00:59:17,Ch6,T. UNDER
 11-08-17,01:00:17,Ch6,T. UNDER
 11-08-17,01:01:17,Ch6,T. UNDER
 11-08-17,01:02:17,Ch6,T. UNDER
 11-08-17,01:03:17,Ch6,T. UNDER
 11-08-17,01:04:17,Ch6,T. UNDER
 11-08-17,01:05:17,Ch6,T. UNDER
 11-08-17,01:06:18,Ch6,T. UNDER
 11-08-17,01:07:18,Ch6,T. UNDER
 11-08-17,01:08:18,Ch6,T. UNDER
 11-08-17,01:09:18,Ch6,T. UNDER
 11-08-17,01:10:18,Ch6,T. UNDER
 11-08-17,01:11:18,Ch6,T. UNDER
 11-08-17,01:12:18,Ch6,T. UNDER
 11-08-17,01:13:19,Ch6,T. UNDER
 11-08-17,01:14:19,Ch6,T. UNDER
 11-08-17,01:15:19,Ch6,T. UNDER
 11-08-17,01:16:20,Ch6,T. UNDER
 11-08-17,01:17:20,Ch6,T. UNDER
 11-08-17,01:18:20,Ch6,T. UNDER
 11-08-17,01:19:20,Ch6,T. UNDER
 11-08-17,01:20:20,Ch6,T. UNDER
 11-08-17,01:21:20,Ch6,T. UNDER
 11-08-17,01:22:20,Ch6,T. UNDER
 11-08-17,01:23:20,Ch6,T. UNDER
 11-08-17,01:24:21,Ch6,T. UNDER
 11-08-17,01:25:21,Ch6,T. UNDER
 11-08-17,01:26:21,Ch6,T. UNDER
 11-08-17,01:27:21,Ch6,T. UNDER
 11-08-17,01:28:21,Ch6,T. UNDER
 11-08-17,01:29:21,Ch6,T. UNDER
 11-08-17,01:30:22,Ch6,T. UNDER
 11-08-17,01:31:22,Ch6,T. UNDER
 11-08-17,01:32:22,Ch6,T. UNDER
 11-08-17,01:33:22,Ch6,T. UNDER
 11-08-17,01:34:22,Ch6,T. UNDER
 11-08-17,01:35:23,Ch6,T. UNDER
 11-08-17,01:36:23,Ch6,T. UNDER
 11-08-17,01:37:23,Ch6,T. UNDER
 11-08-17,01:38:23,Ch6,T. UNDER
 11-08-17,01:39:23,Ch6,T. UNDER
 11-08-17,01:40:23,Ch6,T. UNDER
 11-08-17,01:41:23,Ch6,T. UNDER
 11-08-17,01:42:24,Ch6,T. UNDER
 11-08-17,01:43:24,Ch6,T. UNDER
 11-08-17,01:44:24,Ch6,T. UNDER
 11-08-17,01:45:24,Ch6,T. UNDER
 11-08-17,01:46:24,Ch6,T. UNDER
 11-08-17,01:47:25,Ch6,T. UNDER
 11-08-17,01:48:25,Ch6,T. UNDER
 11-08-17,01:49:25,Ch6,T. UNDER
 11-08-17,01:50:25,Ch6,T. UNDER
 11-08-17,01:51:25,Ch6,T. UNDER
 11-08-17,01:52:25,Ch6,T. UNDER
 11-08-17,01:53:25,Ch6,T. UNDER
 11-08-17,01:54:25,Ch6,T. UNDER
 11-08-17,01:55:26,Ch6,T. UNDER
 11-08-17,01:56:26,Ch6,T. UNDER
 11-08-17,01:57:26,Ch6,T. UNDER
 11-08-17,01:58:26,Ch6,T. UNDER
 11-08-17,01:59:26,Ch6,T. UNDER
 11-08-17,02:00:26,Ch6,T. UNDER
 11-08-17,02:01:26,Ch6,T. UNDER
 11-08-17,02:02:26,Ch6,T. UNDER
 11-08-17,02:03:26,Ch6,T. UNDER
 11-08-17,02:04:27,Ch6,T. UNDER
 11-08-17,02:05:27,Ch6,T. UNDER
 11-08-17,02:06:27,Ch6,T. UNDER
 11-08-17,02:07:27,Ch6,T. UNDER
 11-08-17,02:08:27,Ch6,T. UNDER
 11-08-17,02:09:27,Ch6,T. UNDER
 11-08-17,02:10:27,Ch6,T. UNDER
 11-08-17,02:11:28,Ch6,T. UNDER
 11-08-17,02:12:28,Ch6,T. UNDER
 11-08-17,02:13:28,Ch6,T. UNDER
 11-08-17,02:14:28,Ch6,T. UNDER
 11-08-17,02:15:28,Ch6,T. UNDER
 11-08-17,02:16:28,Ch6,T. UNDER
 11-08-17,02:17:28,Ch6,T. UNDER
 11-08-17,02:18:29,Ch6,T. UNDER
 11-08-17,02:19:29,Ch6,T. UNDER
 11-08-17,02:20:29,Ch6,T. UNDER
 11-08-17,02:21:29,Ch6,T. UNDER
 11-08-17,02:22:29,Ch6,T. UNDER
 11-08-17,02:23:29,Ch6,T. UNDER
 11-08-17,02:24:29,Ch6,T. UNDER
 11-08-17,02:25:30,Ch6,T. UNDER
 11-08-17,02:26:30,Ch6,T. UNDER
 11-08-17,02:27:30,Ch6,T. UNDER
 11-08-17,02:28:30,Ch6,T. UNDER
 11-08-17,02:29:30,Ch6,T. UNDER
 11-08-17,02:30:30,Ch6,T. UNDER
 11-08-17,02:31:30,Ch6,T. UNDER
 11-08-17,02:32:31,Ch6,T. UNDER
 11-08-17,02:33:31,Ch6,T. UNDER
 11-08-17,02:34:31,Ch6,T. UNDER
 11-08-17,02:35:31,Ch6,T. UNDER
 11-08-17,02:36:31,Ch6,T. UNDER
 11-08-17,02:37:31,Ch6,T. UNDER
 11-08-17,02:38:31,Ch6,T. UNDER
 11-08-17,02:39:31,Ch6,T. UNDER
 11-08-17,02:40:31,Ch6,T. UNDER
 11-08-17,02:41:32,Ch6,T. UNDER
 11-08-17,02:42:32,Ch6,T. UNDER
 11-08-17,02:43:32,Ch6,T. UNDER
 11-08-17,02:44:32,Ch6,T. UNDER
 11-08-17,02:45:32,Ch6,T. UNDER
 11-08-17,02:46:33,Ch6,T. UNDER
 11-08-17,02:47:33,Ch6,T. UNDER
 11-08-17,02:48:33,Ch6,T. UNDER
 11-08-17,02:49:33,Ch6,T. UNDER
 11-08-17,02:50:33,Ch6,T. UNDER
 11-08-17,02:51:33,Ch6,T. UNDER
 11-08-17,02:52:33,Ch6,T. UNDER
 11-08-17,02:53:33,Ch6,T. UNDER
 11-08-17,02:54:34,Ch6,T. UNDER
 11-08-17,02:55:34,Ch6,T. UNDER
 11-08-17,02:56:34,Ch6,T. UNDER
 11-08-17,02:57:34,Ch6,T. UNDER
 11-08-17,02:58:34,Ch6,T. UNDER
 11-08-17,02:59:34,Ch6,T. UNDER
 11-08-17,03:00:34,Ch6,T. UNDER
 11-08-17,03:01:35,Ch6,T. UNDER
 11-08-17,03:02:35,Ch6,T. UNDER
 11-08-17,03:03:35,Ch6,T. UNDER
 11-08-17,03:04:35,Ch6,T. UNDER
 11-08-17,03:05:35,Ch6,T. UNDER
 11-08-17,03:06:35,Ch6,T. UNDER
 11-08-17,03:07:36,Ch6,T. UNDER
 11-08-17,03:08:36,Ch6,T. UNDER
 11-08-17,03:09:36,Ch6,T. UNDER
 11-08-17,03:10:36,Ch6,T. UNDER
 11-08-17,03:11:36,Ch6,T. UNDER
 11-08-17,03:12:36,Ch6,T. UNDER
 11-08-17,03:13:36,Ch6,T. UNDER
 11-08-17,03:14:36,Ch6,T. UNDER
 11-08-17,03:15:36,Ch6,T. UNDER
 11-08-17,03:16:37,Ch6,T. UNDER
 11-08-17,03:17:37,Ch6,T. UNDER
 11-08-17,03:18:37,Ch6,T. UNDER
 11-08-17,03:19:37,Ch6,T. UNDER
 11-08-17,03:20:37,Ch6,T. UNDER
 11-08-17,03:21:37,Ch6,T. UNDER
 11-08-17,03:22:38,Ch6,T. UNDER
 11-08-17,03:23:38,Ch6,T. UNDER
 11-08-17,03:24:38,Ch6,T. UNDER
 11-08-17,03:25:38,Ch6,T. UNDER
 11-08-17,03:26:39,Ch6,T. UNDER
 11-08-17,03:27:39,Ch6,T. UNDER
 11-08-17,03:28:39,Ch6,T. UNDER
 11-08-17,03:29:39,Ch6,T. UNDER
 11-08-17,03:30:39,Ch6,T. UNDER
 11-08-17,03:31:39,Ch6,T. UNDER
 11-08-17,03:32:40,Ch6,T. UNDER
 11-08-17,03:33:40,Ch6,T. UNDER
 11-08-17,03:34:40,Ch6,T. UNDER
 11-08-17,03:35:40,Ch6,T. UNDER
 11-08-17,03:36:40,Ch6,T. UNDER
 11-08-17,03:37:40,Ch6,T. UNDER
 11-08-17,03:38:40,Ch6,T. UNDER
 11-08-17,03:39:41,Ch6,T. UNDER
 11-08-17,03:40:41,Ch6,T. UNDER
 11-08-17,03:41:41,Ch6,T. UNDER
 11-08-17,03:42:41,Ch6,T. UNDER
 11-08-17,03:43:41,Ch6,T. UNDER
 11-08-17,03:44:41,Ch6,T. UNDER
 11-08-17,03:45:41,Ch6,T. UNDER
 11-08-17,03:46:42,Ch6,T. UNDER
 11-08-17,03:47:42,Ch6,T. UNDER
 11-08-17,03:48:42,Ch6,T. UNDER
 11-08-17,03:49:42,Ch6,T. UNDER
 11-08-17,03:50:42,Ch6,T. UNDER
 11-08-17,03:51:42,Ch6,T. UNDER
 11-08-17,03:52:42,Ch6,T. UNDER
 11-08-17,03:53:42,Ch6,T. UNDER
 11-08-17,03:54:43,Ch6,T. UNDER
 11-08-17,03:55:43,Ch6,T. UNDER
