 11-08-17	0:00:09	0.00E+00
 11-08-17	0:01:09	0.00E+00
 11-08-17	0:02:09	0.00E+00
 11-08-17	0:03:09	0.00E+00
 11-08-17	0:04:09	0.00E+00
 11-08-17	0:05:10	0.00E+00
 11-08-17	0:06:10	0.00E+00
 11-08-17	0:07:10	0.00E+00
 11-08-17	0:08:10	0.00E+00
 11-08-17	0:09:10	0.00E+00
 11-08-17	0:10:10	0.00E+00
 11-08-17	0:11:10	0.00E+00
 11-08-17	0:12:10	0.00E+00
 11-08-17	0:13:10	0.00E+00
 11-08-17	0:14:10	0.00E+00
 11-08-17	0:15:11	0.00E+00
 11-08-17	0:16:11	0.00E+00
 11-08-17	0:17:11	0.00E+00
 11-08-17	0:18:11	0.00E+00
 11-08-17	0:19:11	0.00E+00
 11-08-17	0:20:12	0.00E+00
 11-08-17	0:21:12	0.00E+00
 11-08-17	0:22:12	0.00E+00
 11-08-17	0:23:12	0.00E+00
 11-08-17	0:24:12	0.00E+00
 11-08-17	0:25:12	0.00E+00
 11-08-17	0:26:13	0.00E+00
 11-08-17	0:27:13	0.00E+00
 11-08-17	0:28:13	0.00E+00
 11-08-17	0:29:13	0.00E+00
 11-08-17	0:30:13	0.00E+00
 11-08-17	0:31:13	0.00E+00
 11-08-17	0:32:13	0.00E+00
 11-08-17	0:33:13	0.00E+00
 11-08-17	0:34:14	0.00E+00
 11-08-17	0:35:14	0.00E+00
 11-08-17	0:36:14	0.00E+00
 11-08-17	0:37:14	0.00E+00
 11-08-17	0:38:14	0.00E+00
 11-08-17	0:39:14	0.00E+00
 11-08-17	0:40:14	0.00E+00
 11-08-17	0:41:14	0.00E+00
 11-08-17	0:42:14	0.00E+00
 11-08-17	0:43:15	0.00E+00
 11-08-17	0:44:15	0.00E+00
 11-08-17	0:45:15	0.00E+00
 11-08-17	0:46:15	0.00E+00
 11-08-17	0:47:15	0.00E+00
 11-08-17	0:48:15	0.00E+00
 11-08-17	0:49:15	0.00E+00
 11-08-17	0:50:15	0.00E+00
 11-08-17	0:51:16	0.00E+00
 11-08-17	0:52:16	0.00E+00
 11-08-17	0:53:16	0.00E+00
 11-08-17	0:54:16	0.00E+00
 11-08-17	0:55:16	0.00E+00
 11-08-17	0:56:16	0.00E+00
 11-08-17	0:57:17	0.00E+00
 11-08-17	0:58:17	0.00E+00
 11-08-17	0:59:17	0.00E+00
 11-08-17	1:00:17	0.00E+00
