Temp	X110592
(Kelvin)    (Ohms)


0.23383074	6324.388
0.280141227	4092.214
0.30058221	3587.096
0.393002064	2332.448
0.721533216	1245.229
1.00426554	759.1964
1.20039049	641.3004
1.6936063	487.0667
2.00761179	422.9026
3.07681488	330.0996
4.09897415	286.3631
5.01964028	247.6786
5.9770711	227.233
6.04516162	226.6257
7.07760791	210.8882
8.03040291	198.8563
8.99214774	189.0211
10.1803015	180.4525
19.658795	146.6093
30.4306348	114.4428
40.7003953	97.1056
50.8565075	86.02505
69.0629689	73.13277
94.1254342	61.532
119.023895	53.63084
144.124452	47.74556
169.063985	43.17392
194.044003	39.53973
219.025796	36.5703
244.118002	34.10676
269.07111	32.04916
294.57205	30.26716
