# 40K Stage
# UCSD DR Cooldown data 
# Time	Temperature 
# (s)	(K)
1.523580735000000000e+09 2.881410000000000196e+02
1.523580795000000000e+09 2.875210000000000150e+02
1.523580855000000000e+09 2.868969999999999914e+02
1.523580915000000000e+09 2.856220000000000141e+02
1.523580975000000000e+09 2.849769999999999754e+02
1.523581035000000000e+09 2.836630000000000109e+02
1.523581096000000000e+09 2.829990000000000236e+02
1.523581156000000000e+09 2.816619999999999777e+02
1.523581216000000000e+09 2.809859999999999900e+02
1.523581276000000000e+09 2.803100000000000023e+02
1.523581337000000000e+09 2.789499999999999886e+02
1.523581397000000000e+09 2.782669999999999959e+02
1.523581457000000000e+09 2.768940000000000055e+02
1.523581517000000000e+09 2.762049999999999841e+02
1.523581577000000000e+09 2.748269999999999982e+02
1.523581638000000000e+09 2.741410000000000196e+02
1.523581698000000000e+09 2.734519999999999982e+02
1.523581758000000000e+09 2.720710000000000264e+02
1.523581818000000000e+09 2.713879999999999768e+02
1.523581878000000000e+09 2.700289999999999964e+02
1.523581938000000000e+09 2.693539999999999850e+02
1.523581999000000000e+09 2.680020000000000095e+02
1.523582059000000000e+09 2.673269999999999982e+02
1.523582119000000000e+09 2.659820000000000277e+02
1.523582179000000000e+09 2.653129999999999882e+02
1.523582239000000000e+09 2.646399999999999864e+02
1.523582300000000000e+09 2.633100000000000023e+02
1.523582360000000000e+09 2.626449999999999818e+02
1.523582420000000000e+09 2.613190000000000168e+02
1.523582480000000000e+09 2.606600000000000250e+02
1.523582540000000000e+09 2.593460000000000036e+02
1.523582600000000000e+09 2.586929999999999836e+02
1.523582661000000000e+09 2.580380000000000109e+02
1.523582721000000000e+09 2.567400000000000091e+02
1.523582781000000000e+09 2.560930000000000177e+02
1.523582841000000000e+09 2.548019999999999925e+02
1.523582901000000000e+09 2.541620000000000061e+02
1.523582961000000000e+09 2.528830000000000098e+02
1.523583021000000000e+09 2.522470000000000141e+02
1.523583082000000000e+09 2.516140000000000043e+02
1.523583142000000000e+09 2.503559999999999945e+02
1.523583202000000000e+09 2.497330000000000041e+02
1.523583262000000000e+09 2.484859999999999900e+02
1.523583322000000000e+09 2.478629999999999995e+02
1.523583383000000000e+09 2.466299999999999955e+02
1.523583443000000000e+09 2.460130000000000052e+02
1.523583503000000000e+09 2.453969999999999914e+02
1.523583563000000000e+09 2.441750000000000114e+02
1.523583623000000000e+09 2.435680000000000121e+02
1.523583683000000000e+09 2.423499999999999943e+02
1.523583744000000000e+09 2.417470000000000141e+02
1.523583804000000000e+09 2.405449999999999875e+02
1.523583864000000000e+09 2.399420000000000073e+02
1.523583924000000000e+09 2.393460000000000036e+02
1.523583984000000000e+09 2.381539999999999964e+02
1.523584044000000000e+09 2.375579999999999927e+02
1.523584104000000000e+09 2.363820000000000050e+02
1.523584165000000000e+09 2.357880000000000109e+02
1.523584225000000000e+09 2.346119999999999948e+02
1.523584285000000000e+09 2.340300000000000011e+02
1.523584345000000000e+09 2.328640000000000043e+02
1.523584406000000000e+09 2.322800000000000011e+02
1.523584466000000000e+09 2.316970000000000027e+02
1.523584526000000000e+09 2.305349999999999966e+02
1.523584587000000000e+09 2.299569999999999936e+02
1.523584647000000000e+09 2.288040000000000020e+02
1.523584707000000000e+09 2.282319999999999993e+02
1.523584767000000000e+09 2.270879999999999939e+02
1.523584827000000000e+09 2.265149999999999864e+02
1.523584888000000000e+09 2.259470000000000027e+02
1.523584948000000000e+09 2.248129999999999882e+02
1.523585008000000000e+09 2.242470000000000141e+02
1.523585068000000000e+09 2.231200000000000045e+02
1.523585128000000000e+09 2.225569999999999879e+02
1.523585188000000000e+09 2.214370000000000118e+02
1.523585248000000000e+09 2.208799999999999955e+02
1.523585309000000000e+09 2.203230000000000075e+02
1.523585369000000000e+09 2.192100000000000080e+02
1.523585429000000000e+09 2.186579999999999870e+02
1.523585489000000000e+09 2.175550000000000068e+02
1.523585549000000000e+09 2.170060000000000002e+02
1.523585609000000000e+09 2.159290000000000020e+02
1.523585670000000000e+09 2.153959999999999866e+02
1.523585730000000000e+09 2.148580000000000041e+02
1.523585790000000000e+09 2.137719999999999914e+02
1.523585850000000000e+09 2.132280000000000086e+02
1.523585910000000000e+09 2.121399999999999864e+02
1.523585971000000000e+09 2.115980000000000132e+02
1.523586031000000000e+09 2.105149999999999864e+02
1.523586091000000000e+09 2.099780000000000086e+02
1.523586151000000000e+09 2.089509999999999934e+02
1.523586211000000000e+09 2.084739999999999895e+02
1.523586271000000000e+09 2.079670000000000130e+02
1.523586331000000000e+09 2.069319999999999879e+02
1.523586391000000000e+09 2.064110000000000014e+02
1.523586452000000000e+09 2.053700000000000045e+02
1.523586512000000000e+09 2.048460000000000036e+02
1.523586572000000000e+09 2.038029999999999973e+02
1.523586632000000000e+09 2.033009999999999877e+02
1.523586692000000000e+09 2.027940000000000111e+02
1.523586752000000000e+09 2.017580000000000098e+02
1.523586813000000000e+09 2.012379999999999995e+02
1.523586873000000000e+09 2.002069999999999936e+02
1.523586933000000000e+09 1.996939999999999884e+02
1.523586993000000000e+09 1.986730000000000018e+02
1.523587053000000000e+09 1.981589999999999918e+02
1.523587113000000000e+09 1.976459999999999866e+02
1.523587173000000000e+09 1.966220000000000141e+02
1.523587234000000000e+09 1.961040000000000134e+02
1.523587294000000000e+09 1.950749999999999886e+02
1.523587354000000000e+09 1.945600000000000023e+02
1.523587414000000000e+09 1.935289999999999964e+02
1.523587474000000000e+09 1.930159999999999911e+02
1.523587534000000000e+09 1.924979999999999905e+02
1.523587595000000000e+09 1.914710000000000036e+02
1.523587655000000000e+09 1.909590000000000032e+02
1.523587715000000000e+09 1.899410000000000025e+02
1.523587775000000000e+09 1.894279999999999973e+02
1.523587835000000000e+09 1.884130000000000109e+02
1.523587895000000000e+09 1.879099999999999966e+02
1.523587955000000000e+09 1.874019999999999868e+02
1.523588015000000000e+09 1.863959999999999866e+02
1.523588075000000000e+09 1.858909999999999911e+02
1.523588135000000000e+09 1.848890000000000100e+02
1.523588195000000000e+09 1.843909999999999911e+02
1.523588256000000000e+09 1.833969999999999914e+02
1.523588316000000000e+09 1.828969999999999914e+02
1.523588376000000000e+09 1.824019999999999868e+02
1.523588436000000000e+09 1.814149999999999920e+02
1.523588496000000000e+09 1.809230000000000018e+02
1.523588556000000000e+09 1.799420000000000073e+02
1.523588616000000000e+09 1.794530000000000030e+02
1.523588677000000000e+09 1.784739999999999895e+02
1.523588737000000000e+09 1.779830000000000041e+02
1.523588797000000000e+09 1.770130000000000052e+02
1.523588857000000000e+09 1.765279999999999916e+02
1.523588917000000000e+09 1.760420000000000016e+02
1.523588978000000000e+09 1.750829999999999984e+02
1.523589038000000000e+09 1.746030000000000086e+02
1.523589098000000000e+09 1.736479999999999961e+02
1.523589158000000000e+09 1.731730000000000018e+02
1.523589219000000000e+09 1.722270000000000039e+02
1.523589279000000000e+09 1.717549999999999955e+02
1.523589339000000000e+09 1.712860000000000014e+02
1.523589399000000000e+09 1.703549999999999898e+02
1.523589459000000000e+09 1.698899999999999864e+02
1.523589519000000000e+09 1.689629999999999939e+02
1.523589580000000000e+09 1.684970000000000141e+02
1.523589640000000000e+09 1.675720000000000027e+02
1.523589700000000000e+09 1.671140000000000043e+02
1.523589760000000000e+09 1.666589999999999918e+02
1.523589820000000000e+09 1.657489999999999952e+02
1.523589880000000000e+09 1.652940000000000111e+02
1.523589940000000000e+09 1.643909999999999911e+02
1.523590000000000000e+09 1.639410000000000025e+02
1.523590061000000000e+09 1.630480000000000018e+02
1.523590121000000000e+09 1.626009999999999991e+02
1.523590181000000000e+09 1.621570000000000107e+02
1.523590241000000000e+09 1.612760000000000105e+02
1.523590301000000000e+09 1.608369999999999891e+02
1.523590361000000000e+09 1.599629999999999939e+02
1.523590421000000000e+09 1.595310000000000059e+02
1.523590482000000000e+09 1.586659999999999968e+02
1.523590542000000000e+09 1.582359999999999900e+02
1.523590602000000000e+09 1.578040000000000020e+02
1.523590662000000000e+09 1.569499999999999886e+02
1.523590723000000000e+09 1.565190000000000055e+02
1.523590783000000000e+09 1.556719999999999970e+02
1.523590843000000000e+09 1.552470000000000141e+02
1.523590903000000000e+09 1.544070000000000107e+02
1.523590963000000000e+09 1.539840000000000089e+02
1.523591023000000000e+09 1.535680000000000121e+02
1.523591083000000000e+09 1.527330000000000041e+02
1.523591143000000000e+09 1.523230000000000075e+02
1.523591204000000000e+09 1.514939999999999998e+02
1.523591264000000000e+09 1.510840000000000032e+02
1.523591324000000000e+09 1.502669999999999959e+02
1.523591384000000000e+09 1.498220000000000027e+02
1.523591444000000000e+09 1.494159999999999968e+02
1.523591504000000000e+09 1.486119999999999948e+02
1.523591564000000000e+09 1.482139999999999986e+02
1.523591624000000000e+09 1.474230000000000018e+02
1.523591685000000000e+09 1.470300000000000011e+02
1.523591745000000000e+09 1.462470000000000141e+02
1.523591805000000000e+09 1.458569999999999993e+02
1.523591865000000000e+09 1.454679999999999893e+02
1.523591925000000000e+09 1.446930000000000121e+02
1.523591985000000000e+09 1.443079999999999927e+02
1.523592046000000000e+09 1.435409999999999968e+02
1.523592106000000000e+09 1.431589999999999918e+02
1.523592166000000000e+09 1.423990000000000009e+02
1.523592226000000000e+09 1.420200000000000102e+02
1.523592286000000000e+09 1.416419999999999959e+02
1.523592346000000000e+09 1.408909999999999911e+02
1.523592406000000000e+09 1.405169999999999959e+02
1.523592467000000000e+09 1.397750000000000057e+02
1.523592527000000000e+09 1.394039999999999964e+02
1.523592587000000000e+09 1.386659999999999968e+02
1.523592647000000000e+09 1.382990000000000066e+02
1.523592707000000000e+09 1.379319999999999879e+02
1.523592767000000000e+09 1.372019999999999982e+02
1.523592828000000000e+09 1.368400000000000034e+02
1.523592888000000000e+09 1.361189999999999998e+02
1.523592948000000000e+09 1.357599999999999909e+02
1.523593008000000000e+09 1.350550000000000068e+02
1.523593068000000000e+09 1.347079999999999984e+02
1.523593128000000000e+09 1.340130000000000052e+02
1.523593188000000000e+09 1.336680000000000064e+02
1.523593248000000000e+09 1.333230000000000075e+02
1.523593309000000000e+09 1.326370000000000005e+02
1.523593369000000000e+09 1.322940000000000111e+02
1.523593429000000000e+09 1.316140000000000043e+02
1.523593489000000000e+09 1.312760000000000105e+02
1.523593550000000000e+09 1.306040000000000134e+02
1.523593610000000000e+09 1.302690000000000055e+02
1.523593670000000000e+09 1.299339999999999975e+02
1.523593730000000000e+09 1.292690000000000055e+02
1.523593790000000000e+09 1.289350000000000023e+02
1.523593850000000000e+09 1.282750000000000057e+02
1.523593910000000000e+09 1.279470000000000027e+02
1.523593971000000000e+09 1.272939999999999969e+02
1.523594031000000000e+09 1.269689999999999941e+02
1.523594091000000000e+09 1.266449999999999960e+02
1.523594151000000000e+09 1.260000000000000000e+02
1.523594211000000000e+09 1.256790000000000020e+02
1.523594271000000000e+09 1.250400000000000063e+02
1.523594331000000000e+09 1.247229999999999990e+02
1.523594392000000000e+09 1.240900000000000034e+02
1.523594452000000000e+09 1.237759999999999962e+02
1.523594512000000000e+09 1.234609999999999985e+02
1.523594572000000000e+09 1.228370000000000033e+02
1.523594632000000000e+09 1.225259999999999962e+02
1.523594693000000000e+09 1.219210000000000065e+02
1.523594753000000000e+09 1.216179999999999950e+02
1.523594813000000000e+09 1.210180000000000007e+02
1.523594873000000000e+09 1.207189999999999941e+02
1.523594933000000000e+09 1.204210000000000065e+02
1.523594993000000000e+09 1.198289999999999935e+02
1.523595053000000000e+09 1.195330000000000013e+02
1.523595113000000000e+09 1.189459999999999980e+02
1.523595174000000000e+09 1.186520000000000010e+02
1.523595234000000000e+09 1.180699999999999932e+02
1.523595294000000000e+09 1.177810000000000059e+02
1.523595354000000000e+09 1.174929999999999950e+02
1.523595414000000000e+09 1.169180000000000064e+02
1.523595474000000000e+09 1.166320000000000050e+02
1.523595535000000000e+09 1.160639999999999930e+02
1.523595595000000000e+09 1.157819999999999965e+02
1.523595655000000000e+09 1.152159999999999940e+02
1.523595715000000000e+09 1.149369999999999976e+02
1.523595775000000000e+09 1.143780000000000001e+02
1.523595835000000000e+09 1.140990000000000038e+02
1.523595895000000000e+09 1.138229999999999933e+02
1.523595956000000000e+09 1.132710000000000008e+02
1.523596016000000000e+09 1.129950000000000045e+02
1.523596076000000000e+09 1.124479999999999933e+02
1.523596136000000000e+09 1.121740000000000066e+02
1.523596196000000000e+09 1.116329999999999956e+02
1.523596257000000000e+09 1.113619999999999948e+02
1.523596317000000000e+09 1.110919999999999987e+02
1.523596377000000000e+09 1.105529999999999973e+02
1.523596437000000000e+09 1.102840000000000060e+02
1.523596498000000000e+09 1.097489999999999952e+02
1.523596558000000000e+09 1.094830000000000041e+02
1.523596618000000000e+09 1.089639999999999986e+02
1.523596678000000000e+09 1.087060000000000031e+02
1.523596738000000000e+09 1.084470000000000027e+02
1.523596799000000000e+09 1.079339999999999975e+02
1.523596859000000000e+09 1.076790000000000020e+02
1.523596919000000000e+09 1.071710000000000065e+02
1.523596979000000000e+09 1.069189999999999969e+02
1.523597039000000000e+09 1.064150000000000063e+02
1.523597099000000000e+09 1.061640000000000015e+02
1.523597159000000000e+09 1.059140000000000015e+02
1.523597220000000000e+09 1.054180000000000064e+02
1.523597280000000000e+09 1.051700000000000017e+02
1.523597340000000000e+09 1.046779999999999973e+02
1.523597400000000000e+09 1.044330000000000069e+02
1.523597460000000000e+09 1.039440000000000026e+02
1.523597521000000000e+09 1.037009999999999934e+02
1.523597581000000000e+09 1.032189999999999941e+02
1.523597641000000000e+09 1.029779999999999944e+02
1.523597701000000000e+09 1.027390000000000043e+02
1.523597761000000000e+09 1.022609999999999957e+02
1.523597821000000000e+09 1.020250000000000057e+02
1.523597882000000000e+09 1.015540000000000020e+02
1.523597942000000000e+09 1.013169999999999931e+02
1.523598002000000000e+09 1.008499999999999943e+02
1.523598062000000000e+09 1.006170000000000044e+02
1.523598122000000000e+09 1.003850000000000051e+02
1.523598182000000000e+09 9.992170000000000130e+01
1.523598243000000000e+09 9.969320000000000448e+01
1.523598303000000000e+09 9.923529999999999518e+01
1.523598363000000000e+09 9.900790000000000646e+01
1.523598423000000000e+09 9.855589999999999407e+01
1.523598484000000000e+09 9.833039999999999736e+01
1.523598544000000000e+09 9.810550000000000637e+01
1.523598604000000000e+09 9.766459999999999297e+01
1.523598664000000000e+09 9.744530000000000314e+01
1.523598724000000000e+09 9.700690000000000168e+01
1.523598784000000000e+09 9.678900000000000148e+01
1.523598844000000000e+09 9.635460000000000491e+01
1.523598904000000000e+09 9.613930000000000575e+01
1.523598965000000000e+09 9.592350000000000421e+01
1.523599025000000000e+09 9.549559999999999604e+01
1.523599085000000000e+09 9.528189999999999316e+01
1.523599145000000000e+09 9.485790000000000077e+01
1.523599205000000000e+09 9.464549999999999841e+01
1.523599265000000000e+09 9.422539999999999338e+01
1.523599325000000000e+09 9.401640000000000441e+01
1.523599386000000000e+09 9.380759999999999366e+01
1.523599446000000000e+09 9.339310000000000400e+01
1.523599506000000000e+09 9.318600000000000705e+01
1.523599566000000000e+09 9.277460000000000662e+01
1.523599626000000000e+09 9.256980000000000075e+01
1.523599687000000000e+09 9.216370000000000573e+01
1.523599747000000000e+09 9.195919999999999561e+01
1.523599807000000000e+09 9.155679999999999552e+01
1.523599867000000000e+09 9.135590000000000543e+01
1.523599927000000000e+09 9.115590000000000259e+01
1.523599987000000000e+09 9.075700000000000500e+01
1.523600047000000000e+09 9.055880000000000507e+01
1.523600108000000000e+09 9.016469999999999629e+01
1.523600168000000000e+09 8.996909999999999741e+01
1.523600228000000000e+09 8.957989999999999498e+01
1.523600288000000000e+09 8.938559999999999661e+01
1.523600348000000000e+09 8.919259999999999877e+01
1.523600408000000000e+09 8.880840000000000600e+01
1.523600469000000000e+09 8.861780000000000257e+01
1.523600529000000000e+09 8.823770000000000380e+01
1.523600589000000000e+09 8.804859999999999332e+01
1.523600649000000000e+09 8.767069999999999652e+01
1.523600709000000000e+09 8.748229999999999507e+01
1.523600770000000000e+09 8.729420000000000357e+01
1.523600830000000000e+09 8.692130000000000223e+01
1.523600890000000000e+09 8.673579999999999757e+01
1.523600950000000000e+09 8.636700000000000443e+01
1.523601010000000000e+09 8.618290000000000362e+01
1.523601070000000000e+09 8.581780000000000541e+01
1.523601131000000000e+09 8.563649999999999807e+01
1.523601191000000000e+09 8.545640000000000214e+01
1.523601251000000000e+09 8.509600000000000364e+01
1.523601311000000000e+09 8.491729999999999734e+01
1.523601371000000000e+09 8.455979999999999563e+01
1.523601432000000000e+09 8.438290000000000646e+01
1.523601492000000000e+09 8.402949999999999875e+01
1.523601552000000000e+09 8.385360000000000014e+01
1.523601612000000000e+09 8.367900000000000205e+01
1.523601672000000000e+09 8.332999999999999829e+01
1.523601733000000000e+09 8.315600000000000591e+01
1.523601793000000000e+09 8.281019999999999470e+01
1.523601853000000000e+09 8.263580000000000325e+01
1.523601913000000000e+09 8.229000000000000625e+01
1.523601973000000000e+09 8.211719999999999686e+01
1.523602034000000000e+09 8.177450000000000330e+01
1.523602094000000000e+09 8.160360000000000014e+01
1.523602154000000000e+09 8.143330000000000268e+01
1.523602214000000000e+09 8.109449999999999648e+01
1.523602274000000000e+09 8.092480000000000473e+01
1.523602334000000000e+09 8.059059999999999491e+01
1.523602394000000000e+09 8.042409999999999570e+01
1.523602455000000000e+09 8.009470000000000312e+01
1.523602515000000000e+09 7.993139999999999645e+01
1.523602575000000000e+09 7.976839999999999975e+01
1.523602635000000000e+09 7.944490000000000407e+01
1.523602695000000000e+09 7.928459999999999752e+01
1.523602755000000000e+09 7.896569999999999823e+01
1.523602815000000000e+09 7.880750000000000455e+01
1.523602876000000000e+09 7.849420000000000641e+01
1.523602936000000000e+09 7.833809999999999718e+01
1.523602996000000000e+09 7.818240000000000123e+01
1.523603056000000000e+09 7.787340000000000373e+01
1.523603116000000000e+09 7.772020000000000550e+01
1.523603176000000000e+09 7.741559999999999775e+01
1.523603236000000000e+09 7.726380000000000337e+01
1.523603296000000000e+09 7.696150000000000091e+01
1.523603357000000000e+09 7.680880000000000507e+01
1.523603417000000000e+09 7.665800000000000125e+01
1.523603477000000000e+09 7.635819999999999652e+01
1.523603537000000000e+09 7.620889999999999986e+01
1.523603597000000000e+09 7.591330000000000666e+01
1.523603658000000000e+09 7.576709999999999923e+01
1.523603718000000000e+09 7.547469999999999857e+01
1.523603778000000000e+09 7.533039999999999736e+01
1.523603838000000000e+09 7.518569999999999709e+01
1.523603898000000000e+09 7.489969999999999573e+01
1.523603958000000000e+09 7.475730000000000075e+01
1.523604019000000000e+09 7.447509999999999764e+01
1.523604079000000000e+09 7.433490000000000464e+01
1.523604139000000000e+09 7.405740000000000123e+01
1.523604199000000000e+09 7.391719999999999402e+01
1.523604259000000000e+09 7.377970000000000539e+01
1.523604319000000000e+09 7.350730000000000075e+01
1.523604380000000000e+09 7.337250000000000227e+01
1.523604440000000000e+09 7.310380000000000678e+01
1.523604500000000000e+09 7.296980000000000643e+01
1.523604560000000000e+09 7.270560000000000400e+01
1.523604620000000000e+09 7.257280000000000086e+01
1.523604680000000000e+09 7.231239999999999668e+01
1.523604740000000000e+09 7.218160000000000309e+01
1.523604801000000000e+09 7.205249999999999488e+01
1.523604861000000000e+09 7.179579999999999984e+01
1.523604921000000000e+09 7.166700000000000159e+01
1.523604981000000000e+09 7.141429999999999723e+01
1.523605041000000000e+09 7.128820000000000334e+01
1.523605102000000000e+09 7.103740000000000521e+01
1.523605162000000000e+09 7.091110000000000468e+01
1.523605222000000000e+09 7.078560000000000230e+01
1.523605282000000000e+09 7.053660000000000707e+01
1.523605342000000000e+09 7.041280000000000427e+01
1.523605402000000000e+09 7.016740000000000066e+01
1.523605462000000000e+09 7.004460000000000264e+01
1.523605522000000000e+09 6.980240000000000578e+01
1.523605582000000000e+09 6.968089999999999407e+01
1.523605643000000000e+09 6.956149999999999523e+01
1.523605703000000000e+09 6.932269999999999754e+01
1.523605763000000000e+09 6.920430000000000348e+01
1.523605823000000000e+09 6.896880000000000166e+01
1.523605883000000000e+09 6.885179999999999723e+01
1.523605944000000000e+09 6.861939999999999884e+01
1.523606004000000000e+09 6.850419999999999732e+01
1.523606064000000000e+09 6.838979999999999393e+01
1.523606124000000000e+09 6.816259999999999764e+01
1.523606184000000000e+09 6.804840000000000089e+01
1.523606244000000000e+09 6.782410000000000139e+01
1.523606305000000000e+09 6.771210000000000662e+01
1.523606365000000000e+09 6.748359999999999559e+01
1.523606425000000000e+09 6.737340000000000373e+01
1.523606485000000000e+09 6.726390000000000668e+01
1.523606545000000000e+09 6.704659999999999798e+01
1.523606605000000000e+09 6.693890000000000384e+01
1.523606665000000000e+09 6.671649999999999636e+01
1.523606726000000000e+09 6.660980000000000700e+01
1.523606786000000000e+09 6.650490000000000634e+01
1.523606846000000000e+09 6.629030000000000200e+01
1.523606906000000000e+09 6.618370000000000175e+01
1.523606966000000000e+09 6.597150000000000603e+01
1.523607027000000000e+09 6.586610000000000298e+01
1.523607087000000000e+09 6.565770000000000550e+01
1.523607147000000000e+09 6.555450000000000443e+01
1.523607207000000000e+09 6.545159999999999911e+01
1.523607267000000000e+09 6.524800000000000466e+01
1.523607327000000000e+09 6.514730000000000132e+01
1.523607387000000000e+09 6.494729999999999848e+01
1.523607447000000000e+09 6.484829999999999472e+01
1.523607508000000000e+09 6.465139999999999532e+01
1.523607568000000000e+09 6.455270000000000152e+01
1.523607628000000000e+09 6.435729999999999507e+01
1.523607688000000000e+09 6.426059999999999661e+01
1.523607748000000000e+09 6.416450000000000387e+01
1.523607808000000000e+09 6.397319999999999851e+01
1.523607869000000000e+09 6.387850000000000250e+01
1.523607929000000000e+09 6.368950000000000244e+01
1.523607989000000000e+09 6.359530000000000172e+01
1.523608049000000000e+09 6.340849999999999653e+01
1.523608109000000000e+09 6.331609999999999872e+01
1.523608169000000000e+09 6.322489999999999810e+01
1.523608229000000000e+09 6.304460000000000264e+01
1.523608290000000000e+09 6.295369999999999777e+01
1.523608350000000000e+09 6.277289999999999992e+01
1.523608410000000000e+09 6.268299999999999983e+01
1.523608470000000000e+09 6.250390000000000157e+01
1.523608530000000000e+09 6.241519999999999868e+01
1.523608590000000000e+09 6.232690000000000197e+01
1.523608650000000000e+09 6.215140000000000242e+01
1.523608711000000000e+09 6.206459999999999866e+01
1.523608771000000000e+09 6.189220000000000255e+01
1.523608831000000000e+09 6.180669999999999931e+01
1.523608891000000000e+09 6.163640000000000185e+01
1.523608951000000000e+09 6.155180000000000007e+01
1.523609011000000000e+09 6.146690000000000254e+01
1.523609071000000000e+09 6.129970000000000141e+01
1.523609131000000000e+09 6.121710000000000207e+01
1.523609192000000000e+09 6.105259999999999820e+01
1.523609252000000000e+09 6.097090000000000032e+01
1.523609312000000000e+09 6.080819999999999936e+01
1.523609372000000000e+09 6.072789999999999822e+01
1.523609432000000000e+09 6.064820000000000277e+01
1.523609492000000000e+09 6.048940000000000339e+01
1.523609552000000000e+09 6.041049999999999898e+01
1.523609613000000000e+09 6.025529999999999831e+01
1.523609673000000000e+09 6.017779999999999774e+01
1.523609733000000000e+09 6.002340000000000231e+01
1.523609793000000000e+09 5.994590000000000174e+01
1.523609853000000000e+09 5.986820000000000164e+01
1.523609913000000000e+09 5.971370000000000289e+01
1.523609973000000000e+09 5.963730000000000331e+01
1.523610033000000000e+09 5.948519999999999897e+01
1.523610094000000000e+09 5.940939999999999799e+01
1.523610154000000000e+09 5.925990000000000180e+01
1.523610214000000000e+09 5.918529999999999802e+01
1.523610274000000000e+09 5.903560000000000230e+01
1.523610334000000000e+09 5.896099999999999852e+01
1.523610395000000000e+09 5.888799999999999812e+01
1.523610455000000000e+09 5.874349999999999739e+01
1.523610515000000000e+09 5.867219999999999658e+01
1.523610575000000000e+09 5.853110000000000213e+01
1.523610635000000000e+09 5.846079999999999899e+01
1.523610695000000000e+09 5.832189999999999941e+01
1.523610755000000000e+09 5.825350000000000250e+01
1.523610815000000000e+09 5.818469999999999942e+01
1.523610876000000000e+09 5.804740000000000322e+01
1.523610936000000000e+09 5.797899999999999920e+01
1.523610996000000000e+09 5.784389999999999787e+01
1.523611056000000000e+09 5.777740000000000009e+01
1.523611116000000000e+09 5.764520000000000266e+01
1.523611177000000000e+09 5.757999999999999829e+01
1.523611237000000000e+09 5.751500000000000057e+01
1.523611297000000000e+09 5.738470000000000226e+01
1.523611357000000000e+09 5.731960000000000122e+01
1.523611417000000000e+09 5.719100000000000250e+01
1.523611477000000000e+09 5.712650000000000006e+01
1.523611538000000000e+09 5.699880000000000280e+01
1.523611598000000000e+09 5.693589999999999662e+01
1.523611658000000000e+09 5.687330000000000041e+01
1.523611718000000000e+09 5.674730000000000274e+01
1.523611778000000000e+09 5.668549999999999756e+01
1.523611838000000000e+09 5.656349999999999767e+01
1.523611898000000000e+09 5.650280000000000058e+01
1.523611959000000000e+09 5.638130000000000308e+01
1.523612019000000000e+09 5.632130000000000081e+01
1.523612079000000000e+09 5.626169999999999760e+01
1.523612139000000000e+09 5.614359999999999928e+01
1.523612199000000000e+09 5.608489999999999753e+01
1.523612259000000000e+09 5.596800000000000352e+01
1.523612320000000000e+09 5.591029999999999944e+01
1.523612380000000000e+09 5.579599999999999937e+01
1.523612440000000000e+09 5.573879999999999768e+01
1.523612500000000000e+09 5.568169999999999931e+01
1.523612560000000000e+09 5.556869999999999976e+01
1.523612620000000000e+09 5.551270000000000238e+01
1.523612681000000000e+09 5.540250000000000341e+01
1.523612741000000000e+09 5.534839999999999804e+01
1.523612801000000000e+09 5.523960000000000292e+01
1.523612861000000000e+09 5.518480000000000274e+01
1.523612921000000000e+09 5.507469999999999999e+01
1.523612982000000000e+09 5.502060000000000173e+01
