# 40K Stage
# UCSD DR Cooldown data 
# Time	Temperature 
# (s)	(K)
1.523578207000000000e+09 2.964809999999999945e+02
1.523578267000000000e+09 2.964320000000000164e+02
1.523578327000000000e+09 2.963679999999999950e+02
1.523578387000000000e+09 2.962640000000000100e+02
1.523578447000000000e+09 2.962309999999999945e+02
1.523578508000000000e+09 2.961750000000000114e+02
1.523578568000000000e+09 2.961610000000000014e+02
1.523578628000000000e+09 2.961499999999999773e+02
1.523578688000000000e+09 2.961329999999999814e+02
1.523578748000000000e+09 2.961290000000000191e+02
1.523578809000000000e+09 2.961229999999999905e+02
1.523578869000000000e+09 2.961190000000000282e+02
1.523578929000000000e+09 2.961129999999999995e+02
1.523578989000000000e+09 2.961129999999999995e+02
1.523579049000000000e+09 2.961100000000000136e+02
1.523579109000000000e+09 2.961089999999999804e+02
1.523579169000000000e+09 2.961039999999999850e+02
1.523579230000000000e+09 2.961050000000000182e+02
1.523579290000000000e+09 2.961039999999999850e+02
1.523579350000000000e+09 2.961000000000000227e+02
1.523579410000000000e+09 2.960969999999999800e+02
1.523579471000000000e+09 2.960989999999999895e+02
1.523579531000000000e+09 2.960989999999999895e+02
1.523579591000000000e+09 2.960989999999999895e+02
1.523579651000000000e+09 2.960980000000000132e+02
1.523579711000000000e+09 2.960950000000000273e+02
1.523579771000000000e+09 2.960889999999999986e+02
1.523579832000000000e+09 2.960910000000000082e+02
1.523579892000000000e+09 2.960880000000000223e+02
1.523579952000000000e+09 2.960520000000000209e+02
1.523580012000000000e+09 2.959710000000000036e+02
1.523580072000000000e+09 2.956309999999999718e+02
1.523580133000000000e+09 2.953829999999999814e+02
1.523580193000000000e+09 2.947579999999999814e+02
1.523580253000000000e+09 2.943829999999999814e+02
1.523580313000000000e+09 2.935470000000000255e+02
1.523580373000000000e+09 2.930910000000000082e+02
1.523580433000000000e+09 2.926089999999999804e+02
1.523580494000000000e+09 2.915849999999999795e+02
1.523580554000000000e+09 2.910480000000000018e+02
1.523580614000000000e+09 2.899230000000000018e+02
1.523580674000000000e+09 2.893369999999999891e+02
