 11-07-17,13:13:02,Ch6,T. OVER
 11-07-17,13:14:02,Ch6,T. OVER
 11-07-17,13:15:02,Ch6,T. OVER
 11-07-17,13:16:03,Ch6,T. OVER
 11-07-17,13:17:03,Ch6,T. OVER
 11-07-17,13:18:03,Ch6,T. OVER
 11-07-17,13:19:03,Ch6,T. OVER
 11-07-17,13:20:03,Ch6,T. OVER
 11-07-17,13:21:03,Ch6,T. OVER
 11-07-17,13:22:03,Ch6,T. OVER
 11-07-17,13:23:04,Ch6,T. OVER
 11-07-17,13:24:04,Ch6,T. OVER
 11-07-17,13:25:04,Ch6,T. OVER
 11-07-17,13:26:04,Ch6,T. OVER
 11-07-17,13:27:04,Ch6,T. OVER
 11-07-17,13:28:05,Ch6,T. OVER
 11-07-17,13:29:05,Ch6,T. OVER
 11-07-17,13:30:05,Ch6,T. OVER
 11-07-17,13:31:05,Ch6,T. OVER
 11-07-17,13:32:05,Ch6,T. OVER
 11-07-17,13:33:06,Ch6,T. OVER
 11-07-17,13:34:06,Ch6,T. OVER
 11-07-17,13:35:06,Ch6,T. OVER
 11-07-17,13:36:06,Ch6,T. OVER
 11-07-17,13:37:06,Ch6,T. OVER
 11-07-17,13:38:07,Ch6,T. OVER
 11-07-17,13:39:07,Ch6,T. OVER
 11-07-17,13:40:07,Ch6,T. OVER
 11-07-17,13:41:07,Ch6,T. OVER
 11-07-17,13:42:07,Ch6,T. OVER
 11-07-17,13:43:07,Ch6,T. OVER
 11-07-17,13:44:07,Ch6,T. OVER
 11-07-17,13:45:08,Ch6,T. OVER
 11-07-17,13:46:08,Ch6,T. OVER
 11-07-17,13:47:08,Ch6,T. OVER
 11-07-17,13:48:08,Ch6,T. OVER
 11-07-17,13:49:08,Ch6,T. OVER
 11-07-17,13:50:09,Ch6,T. OVER
 11-07-17,13:51:09,Ch6,T. OVER
 11-07-17,13:52:09,Ch6,T. OVER
 11-07-17,13:53:09,Ch6,T. OVER
 11-07-17,13:54:10,Ch6,T. OVER
 11-07-17,13:55:10,Ch6,T. OVER
 11-07-17,13:56:10,Ch6,T. OVER
 11-07-17,13:57:10,Ch6,T. OVER
 11-07-17,13:58:10,Ch6,T. OVER
 11-07-17,13:59:10,Ch6,T. OVER
 11-07-17,14:00:11,Ch6,T. OVER
 11-07-17,14:01:11,Ch6,T. OVER
 11-07-17,14:02:11,Ch6,T. OVER
 11-07-17,14:03:11,Ch6,T. OVER
 11-07-17,14:04:11,Ch6,T. OVER
 11-07-17,14:05:11,Ch6,T. OVER
 11-07-17,14:06:12,Ch6,T. OVER
 11-07-17,14:07:12,Ch6,T. OVER
 11-07-17,14:08:12,Ch6,T. OVER
 11-07-17,14:09:12,Ch6,T. OVER
 11-07-17,14:10:12,Ch6,T. OVER
 11-07-17,14:11:12,Ch6,T. OVER
 11-07-17,14:12:12,Ch6,T. OVER
 11-07-17,14:13:13,Ch6,T. OVER
 11-07-17,14:14:13,Ch6,T. OVER
 11-07-17,14:15:13,Ch6,T. OVER
 11-07-17,14:16:13,Ch6,T. OVER
 11-07-17,14:17:13,Ch6,T. OVER
 11-07-17,14:18:13,Ch6,T. OVER
 11-07-17,14:19:13,Ch6,T. OVER
 11-07-17,14:20:14,Ch6,T. OVER
 11-07-17,14:21:14,Ch6,T. OVER
 11-07-17,14:22:14,Ch6,T. OVER
 11-07-17,14:23:14,Ch6,T. OVER
 11-07-17,14:24:14,Ch6,T. OVER
 11-07-17,15:00:38,Ch6,T. OVER
 11-07-17,15:01:38,Ch6,T. OVER
 11-07-17,15:02:38,Ch6,T. OVER
 11-07-17,15:03:38,Ch6,T. OVER
 11-07-17,15:04:39,Ch6,T. OVER
 11-07-17,15:05:39,Ch6,T. OVER
 11-07-17,15:06:39,Ch6,T. OVER
 11-07-17,15:07:39,Ch6,T. OVER
 11-07-17,15:08:40,Ch6,T. OVER
 11-07-17,15:09:40,Ch6,T. OVER
 11-07-17,15:10:40,Ch6,T. OVER
 11-07-17,15:11:40,Ch6,T. OVER
 11-07-17,15:12:40,Ch6,T. OVER
 11-07-17,15:13:41,Ch6,T. OVER
 11-07-17,15:14:41,Ch6,T. OVER
 11-07-17,15:15:41,Ch6,T. OVER
 11-07-17,15:16:41,Ch6,T. OVER
 11-07-17,15:17:41,Ch6,T. OVER
 11-07-17,15:18:41,Ch6,T. OVER
 11-07-17,15:19:41,Ch6,T. OVER
 11-07-17,15:20:41,Ch6,T. OVER
 11-07-17,15:21:41,Ch6,T. OVER
 11-07-17,15:22:42,Ch6,T. OVER
 11-07-17,15:23:42,Ch6,T. OVER
 11-07-17,15:24:42,Ch6,T. OVER
 11-07-17,15:25:42,Ch6,T. OVER
 11-07-17,15:26:43,Ch6,T. OVER
 11-07-17,15:27:43,Ch6,T. OVER
 11-07-17,15:28:43,Ch6,T. OVER
 11-07-17,15:29:43,Ch6,T. OVER
 11-07-17,15:30:43,Ch6,T. OVER
 11-07-17,15:31:43,Ch6,T. OVER
 11-07-17,15:32:44,Ch6,T. OVER
 11-07-17,15:33:44,Ch6,T. OVER
 11-07-17,15:34:44,Ch6,T. OVER
 11-07-17,15:35:44,Ch6,T. OVER
 11-07-17,15:36:44,Ch6,T. OVER
 11-07-17,15:37:44,Ch6,T. OVER
 11-07-17,15:38:45,Ch6,T. OVER
 11-07-17,15:39:45,Ch6,T. OVER
 11-07-17,15:40:45,Ch6,T. OVER
 11-07-17,15:41:45,Ch6,T. OVER
 11-07-17,15:42:45,Ch6,T. OVER
 11-07-17,15:43:46,Ch6,T. OVER
 11-07-17,15:44:46,Ch6,T. OVER
 11-07-17,15:45:46,Ch6,T. OVER
 11-07-17,15:46:46,Ch6,T. OVER
 11-07-17,15:47:46,Ch6,T. OVER
 11-07-17,15:48:46,Ch6,T. OVER
 11-07-17,15:49:46,Ch6,T. OVER
 11-07-17,15:50:47,Ch6,T. OVER
 11-07-17,15:51:47,Ch6,T. OVER
 11-07-17,15:52:47,Ch6,T. OVER
 11-07-17,15:53:47,Ch6,T. OVER
 11-07-17,15:54:47,Ch6,T. OVER
 11-07-17,15:55:47,Ch6,T. OVER
 11-07-17,15:56:47,Ch6,T. OVER
 11-07-17,15:57:47,Ch6,T. OVER
 11-07-17,15:58:48,Ch6,T. OVER
 11-07-17,15:59:48,Ch6,T. OVER
 11-07-17,16:00:48,Ch6,T. OVER
 11-07-17,16:01:48,Ch6,T. OVER
 11-07-17,16:02:48,Ch6,T. OVER
 11-07-17,16:03:48,Ch6,T. OVER
 11-07-17,16:04:48,Ch6,T. OVER
 11-07-17,16:05:49,Ch6,T. OVER
